Jurisdiction,CTR_ID,Organization_Name,Location,Survey_Close_Date,Survey_Cycle,Total_Employees,Surveys_Returned,Response_Rate,Total_Weekly_Trips,Drive_Alone_Rate,VMT_per_Employee,Yearly_GHG_Metric_Tons,Weekly_CWW_Days,Weekly_Telework_Days,Weekly_Bus_Trips,Weekly_Train_Trips,Weekly_Carpool_Trips,Weekly_Vanpool_Trips,Weekly_Walk_Trips,Weekly_Bike_Trips,Weekly_Drive_Alone_Trips,Weekly Other Trips,Yearly_Total_VMT,Data_Source
City of Bellevue,E89532,Onyx Software,DT,,2005/2006,142,99.0,0.742647059,479.5,0.707098121,10.58587234,,5.5,9.0,36.5,0.0,52.8,0.0,20.0,13.0,338.7,4.0,375798.46807,Historic Records
City of Bellevue,E89649,Open Text Inc.,ODT,,2005/2006,126,96.0,0.777777778,478.5,0.825526316,12.33731818,,5.0,8.0,37.0,6.125,18.0,0.0,9.0,2.125,392.125,1.125,388625.52267000003,Historic Records
City of Bellevue,E80418,Overlake Hospital Medical Center,DT,,2005/2006,177,151.0,0.870056497,694.5,0.773480663,11.56210959,,0.0,0.0,35.0,0.0,93.5,4.0,0.0,1.0,560.0,1.0,511623.3493575,Historic Records
City of Bellevue,E81588,Overlake Hospital Medical Center,ODT,,2005/2006,2148,439.0,0.723076923,1873.0,0.622616435,11.33505846,,15.5,3.0,50.425,0.0,484.4,13.0,6.0,16.0,1276.675,8.0,6086926.39302,Historic Records
City of Bellevue,E81778,PACCAR Inc,DT,,2005/2006,420,324.0,0.788095238,1601.142857,0.676879343,10.83641079,,25.14285714,0.0,180.5,0.0,235.0,56.0,11.0,6.0,1071.5,16.0,1137823.13295,Historic Records
City of Bellevue,E89946,Parametrix Inc,DT,,2005/2006,110,68.0,0.6,331.5,0.527231467,9.449888889,,12.0,4.125,88.0,0.0,48.125,0.0,0.0,0.0,174.25,5.0,259871.94444750002,Historic Records
City of Bellevue,E87825,Parker Smith & Feek Inc,ODT,,2005/2006,142,66.0,0.5234375,319.5,0.758461538,13.0591183,,6.0,1.9,10.0,0.0,53.975,0.0,0.0,0.0,246.5,1.125,463598.69965,Historic Records
City of Bellevue,E80379,Printed Circuits Assembly Corp.,ODT,,2005/2006,164,148.0,0.955128205,732.0,0.607923497,8.0,,0.0,0.0,0.0,0.0,277.0,0.0,10.0,0.0,445.0,0.0,328000.0,Historic Records
City of Bellevue,E81216,Puget Sound Energy,ODT,,2005/2006,137,66.0,0.496350365,319.5,0.800925926,13.66844048,0.0,0.0,1.0,25.0,0.0,17.0,12.0,0.0,5.0,259.5,0.0,468144.08644,Historic Records
City of Bellevue,E84681,Puget Sound Energy,DT,,2005/2006,617,583.0,0.69858156,2823.383562,0.665857947,10.53286075,0.0,23.38356164,26.0,504.7,10.8,238.8,49.0,33.0,25.0,1893.7,19.0,1624693.7706874998,Historic Records
City of Bellevue,E81109,Safeway Stores Inc,ODT,,2005/2006,730,169.0,0.923913043,832.4649123,0.729455446,16.75711934,0.0,34.96491228,8.6,11.0,5.0,176.0,0.0,0.0,1.0,589.4,6.5,3058174.27955,Historic Records
City of Bellevue,E89375,Savers Inc.,ODT,,2005/2006,102,85.0,0.862745098,396.0,0.88337469,13.08584739,0.0,0.0,3.0,4.0,0.0,26.0,0.0,0.0,7.0,356.0,0.0,333689.10844499996,Historic Records
City of Bellevue,E86181,Solucient LLC,DT,,2005/2006,101,93.0,0.989361702,452.5,0.622362637,11.65768889,0.0,0.0,10.125,81.4,0.0,72.8,0.0,0.0,5.0,283.175,0.0,294356.64447249996,Historic Records
City of Bellevue,E81141,State of Washington,ODT,,2005/2006,200,168.0,1.0,796.2682927,0.654345127,11.04651005,0.0,21.26829268,46.6,12.9,5.0,97.125,61.1,11.8,9.4,527.075,4.0,552325.5025,Historic Records
City of Bellevue,E81612,State of Washington,ODT,,2005/2006,1279,228.0,0.747572816,1107.290123,0.687906137,11.61232068,0.0,25.79012346,4.0,96.1,5.0,191.6,4.0,10.0,8.6,762.2,0.0,3713039.53743,Historic Records
City of Bellevue,E82842,State of Washington,ODT,,2005/2006,120,102.0,1.0,508.0701754,0.831360947,10.78641176,0.0,14.57017544,0.0,13.0,0.0,52.0,0.0,0.0,7.0,421.5,0.0,323592.3528,Historic Records
City of Bellevue,E81455,SumTotal Systems Inc.,DT,,2005/2006,102,77.0,0.774509804,358.0,0.810027855,12.62571622,0.0,0.0,20.2,19.0,0.0,15.0,5.0,3.0,5.0,290.8,0.0,321955.76360999997,Historic Records
City of Bellevue,E80402,Symetra Financial,DT,,2005/2006,900,775.0,0.872222222,3723.52562,0.472099191,8.101483156,0.0,22.52561983,105.225,913.75,5.0,367.975,441.8,44.5,15.8,1780.05,26.9,1822833.7101000003,Historic Records
City of Bellevue,E87767,T-Mobile USA Inc.,ODT,,2005/2006,1690,827.0,0.752014324,4006.3,0.78076351,11.89916085,0.0,12.8,48.6,149.7,10.0,557.6,32.0,26.0,15.0,3149.6,5.0,5027395.459124999,Historic Records
City of Bellevue,E89870,T-Mobile USA Inc.,ODT,,2005/2006,300,150.0,0.767676768,742.5,0.68245614,11.75569953,0.0,4.0,9.0,79.0,8.0,128.0,0.0,8.8,0.0,505.7,0.0,881677.4647499999,Historic Records
City of Bellevue,E81174,The Boeing Company,ODT,,2005/2006,2745,965.0,0.763846154,4459.097539,0.601291272,11.42781367,0.0,23.09753874,1391.75,14.0,0.0,160.125,55.0,10.0,10.7,2759.025,35.4,7842337.131037501,Historic Records
City of Bellevue,E84574,US Bank of Washington,DT,,2005/2006,109,89.0,0.825688073,432.0,0.597938144,9.915499713,0.0,0.0,0.0,73.0,0.0,93.0,3.0,1.0,0.0,261.0,1.0,270197.36717925,Historic Records
City of Bellevue,E82586,Unigard Insurance Group,ODT,,2005/2006,474,215.0,0.723333333,1040.0,0.730769231,11.72602866,0.0,0.0,7.0,25.0,0.0,150.0,86.0,7.0,5.0,760.0,0.0,1389534.3962100002,Historic Records
City of Bellevue,E81273,Verizon,ODT,,2005/2006,886,475.0,0.554176072,2221.5,0.773743635,15.2011787,0.0,0.0,49.0,63.0,0.0,288.0,14.0,27.0,11.0,1747.5,22.0,3367061.0820500003,Historic Records
City of Bellevue,E87189,Waggener Edstrom,DT,,2005/2006,187,140.0,0.805714286,686.0,0.7816839,10.46916667,0.0,18.0,38.2,11.0,0.0,74.6,5.0,2.0,2.0,529.2,6.0,489433.5418225,Historic Records
City of Bellevue,E80039,Washington Federal Savings,DT,,2005/2006,155,127.0,0.819354839,626.5,0.33584,6.850915299,0.0,6.0,1.0,255.6,0.0,114.0,28.0,7.0,5.0,209.9,0.0,265472.96783625,Historic Records
City of Bellevue,E89748,Washington Mutual Inc.,ODT,,2005/2006,254,195.0,0.760299625,972.0,0.780833333,16.23801498,0.0,17.0,0.0,46.0,7.4,135.0,4.0,0.0,3.0,749.6,10.0,1031113.9512299999,Historic Records
City of Bellevue,E99417,Whole Foods,ODT,,2005/2006,225,172.0,0.768888889,728.5,0.647192513,10.85251401,0.0,0.0,0.0,116.2,0.0,101.2,0.0,22.0,3.0,484.1,2.0,610453.9130625,Historic Records
City of Bellevue,E89102,Wyndham Vacation Ownership,ODT,,2005/2006,125,86.0,0.728,408.5,0.772782503,14.67894737,0.0,0.0,0.0,8.0,0.0,81.5,0.0,1.0,0.0,318.0,0.0,458717.1053125,Historic Records
City of Bellevue,E83147,AAA Washington,ODT,4/1/2008,2007/2008,267,203.0,0.7603,997.0,0.73821,15.2,894.9,1.0,5.0,67.0,0.0,170.0,2.0,0.0,1.0,736.0,15.0,1014599.9999999999,Historic Records
City of Bellevue,E85251,Ascentium,DT,12/19/2008,2007/2008,358,116.0,0.3483,577.0,0.51473,8.9,716.9,3.0,25.0,125.0,0.0,97.0,4.0,10.0,12.0,297.0,2.0,796550.0000000001,Historic Records
City of Bellevue,E81612,Bellevue Community College,ODT,5/3/2008,2007/2008,1153,266.0,0.7917,1301.0,0.73174,11.6,2949.3,7.0,13.0,137.0,6.0,162.0,0.0,18.0,3.0,952.0,1.0,3343700.0,Historic Records
City of Bellevue,E81323,CH2M Hill,DT,6/2/2007,2007/2008,400,292.0,0.73,1351.0,0.56699,9.6,794.9,10.0,100.0,256.0,3.0,105.0,21.0,37.0,25.0,766.0,28.0,960000.0,Historic Records
City of Bellevue,E80552,ChemPoint,DT,12/22/2007,2007/2008,196,168.0,0.8571,818.0,0.69682,10.6,458.2,3.0,8.0,105.0,6.0,93.0,0.0,30.0,3.0,570.0,0.0,519400.0,Historic Records
City of Bellevue,E81307,City University,ODT,5/19/2007,2007/2008,182,169.0,0.9286,784.0,0.77423,13.4,504.9,0.0,14.0,31.0,0.0,105.0,0.0,13.0,8.0,607.0,6.0,609700.0,Historic Records
City of Bellevue,E80526,City of Bellevue,DT,5/2/2008,2007/2008,869,664.0,0.7641,2926.0,0.47061,8.2,1411.0,39.0,11.0,761.0,18.0,471.0,151.0,50.0,29.0,1377.0,19.0,1781449.9999999998,Historic Records
City of Bellevue,E81257,City of Bellevue,ODT,3/19/2007,2007/2008,136,97.0,0.7132,459.0,0.40741,12.8,368.2,1.0,0.0,14.0,0.0,184.0,59.0,1.0,3.0,187.0,10.0,435200.00000000006,Historic Records
City of Bellevue,E86538,Coinstar Inc,ODT,3/31/2007,2007/2008,234,197.0,0.9078,976.0,0.84324,15.8,831.8,4.0,10.0,21.0,0.0,108.0,0.0,5.0,0.0,823.0,5.0,924300.0000000001,Historic Records
City of Bellevue,E80541,Eddie Bauer Inc,DT,9/27/2008,2007/2008,450,239.0,0.5311,1167.0,0.45673,9.3,922.8,3.0,20.0,301.0,0.0,226.0,39.0,20.0,13.0,533.0,8.0,1046250.0,Historic Records
City of Bellevue,E89979,Excell Data Corporation,ODT,4/1/2008,2007/2008,87,73.0,0.8391,353.0,0.7847,12.5,234.9,0.0,9.0,7.0,0.0,45.0,5.0,0.0,3.0,277.0,7.0,271875.0,Historic Records
City of Bellevue,E88252,Expedia.com,ODT,5/10/2008,2007/2008,1600,1096.0,0.685,5297.0,0.734,11.9,4112.7,3.0,276.0,389.0,61.0,478.0,94.0,26.0,37.0,3888.0,45.0,4760000.0,Historic Records
City of Bellevue,E81224,GE Capital Real Estate,DT,3/5/2007,2007/2008,282,132.0,0.4925,652.0,0.51534,9.8,609.3,0.0,15.0,131.0,0.0,73.0,83.0,5.0,0.0,336.0,9.0,690900.0000000001,Historic Records
City of Bellevue,E81471,HDR Engineering Inc,DT,3/20/2007,2007/2008,260,194.0,0.7462,936.0,0.31517,5.2,292.0,1.0,8.0,480.0,0.0,101.0,9.0,33.0,2.0,295.0,7.0,338000.0,Historic Records
City of Bellevue,E81521,HNTB Corporation,DT,3/24/2007,2007/2008,160,128.0,0.8,648.0,0.49537,8.2,301.1,4.0,12.0,217.0,0.0,40.0,18.0,28.0,4.0,321.0,4.0,328000.0,Historic Records
City of Bellevue,E80584,Healthcare Management Administrators,ODT,10/8/2007,2007/2008,179,138.0,0.7709,652.0,0.63497,12.8,484.6,0.0,130.0,20.0,0.0,71.0,0.0,10.0,0.0,414.0,0.0,572800.0000000001,Historic Records
City of Bellevue,E87130,Hewlett-Packard Company,ODT,4/14/2007,2007/2008,406,214.0,0.5271,1028.0,0.49514,10.5,920.9,2.0,454.0,5.0,0.0,24.0,3.0,0.0,2.0,509.0,29.0,1065750.0,Historic Records
City of Bellevue,E80723,ING Direct,DT,7/26/2008,2007/2008,180,147.0,0.8167,712.0,0.6882,12.2,474.4,0.0,5.0,71.0,3.0,100.0,1.0,0.0,11.0,490.0,5.0,549000.0,Historic Records
City of Bellevue,E88369,InfoSpace Inc,DT,6/7/2008,2007/2008,140,57.0,0.4071,269.0,0.7658,11.0,325.7,3.0,6.0,38.0,0.0,7.0,0.0,7.0,2.0,206.0,0.0,385000.0,Historic Records
City of Bellevue,E81282,Intellectual Ventures,ODT,6/21/2008,2007/2008,256,220.0,0.8594,1080.0,0.82037,11.8,666.1,1.0,36.0,30.0,0.0,80.0,0.0,21.0,10.0,886.0,9.0,755200.0,Historic Records
City of Bellevue,E80376,IntelliTax Software,ODT,3/26/2007,2007/2008,114,93.0,0.8158,462.0,0.77706,16.3,418.1,0.0,7.0,16.0,0.0,73.0,0.0,1.0,3.0,359.0,3.0,464550.0,Historic Records
City of Bellevue,E88815,Key Bank of Washington,DT,3/6/2007,2007/2008,260,181.0,0.6962,847.0,0.47934,8.9,489.4,0.0,17.0,298.0,5.0,95.0,5.0,6.0,5.0,406.0,10.0,578500.0,Historic Records
City of Bellevue,E80543,Microsoft Corporation,DT,5/23/2008,2007/2008,1227,666.0,0.5426,3275.86844,0.62834,9.2,2489.0,8.0,461.0,280.0,1.0,257.0,14.0,50.0,54.0,2058.36371,68.0,2822100.0,Historic Records
City of Bellevue,E87940,Microsoft Corporation,ODT,6/8/2007,2007/2008,148,123.0,0.8311,591.0,0.76481,15.0,479.5,0.0,20.0,28.0,0.0,67.0,5.0,4.0,10.0,452.0,5.0,555000.0,Historic Records
City of Bellevue,E88832,Microsoft Corporation,ODT,5/23/2008,2007/2008,276,139.0,0.5037,686.95588,0.68685,11.7,712.0,0.0,12.0,68.0,0.0,67.0,25.0,0.0,14.0,471.83824,17.0,807300.0,Historic Records
City of Bellevue,E87171,MulvannyG2 Architecture,DT,4/7/2007,2007/2008,270,205.0,0.7593,1018.0,0.73183,12.0,729.0,1.0,22.0,83.0,0.0,126.0,13.0,20.0,2.0,745.0,6.0,810000.0,Historic Records
City of Bellevue,E82578,Nordstrom,DT,3/16/2007,2007/2008,676,114.0,0.7403,505.0,0.80792,12.8,1713.1,0.0,0.0,27.0,0.0,45.0,0.0,22.0,0.0,408.0,3.0,2163200.0000000005,Historic Records
City of Bellevue,E89532,Onyx Software,DT,4/7/2007,2007/2008,50,36.0,0.7347,178.0,0.75281,12.0,132.4,1.0,5.0,12.0,0.0,13.0,0.0,8.0,0.0,134.0,5.0,150000.0,Historic Records
City of Bellevue,E89649,Open Text Inc.,ODT,3/26/2007,2007/2008,128,83.0,0.6484,395.0,0.71392,10.6,293.0,0.0,11.0,38.0,0.0,46.0,2.0,13.0,1.0,282.0,2.0,339200.0,Historic Records
City of Bellevue,E80418,Overlake Hospital Medical Center,DT,10/1/2007,2007/2008,177,159.0,0.8983,744.0,0.70296,12.8,479.1,0.0,4.0,53.0,0.0,145.0,17.0,1.0,1.0,523.0,0.0,566400.0,Historic Records
City of Bellevue,E81588,Overlake Hospital Medical Center,ODT,10/1/2006,2007/2008,2240,456.0,0.8994,1981.0,0.79808,13.0,5634.9,7.0,0.0,79.0,0.0,267.0,20.0,8.0,6.0,1581.0,13.0,7280000.0,Historic Records
City of Bellevue,E81778,Paccar,DT,9/18/2006,2007/2008,463,345.0,0.7451,1667.0,0.63527,15.9,1590.2,1.0,1.0,179.0,0.0,279.0,96.0,33.0,10.0,1059.0,3.0,1840425.0,Historic Records
City of Bellevue,E89946,Parametrix Inc,DT,3/15/2008,2007/2008,121,93.0,0.7686,442.0,0.36878,6.6,172.5,4.0,7.0,187.0,0.0,51.0,4.0,11.0,7.0,163.0,8.0,199649.99999999997,Historic Records
City of Bellevue,E87825,Parker Smith & Feek Inc,ODT,3/17/2008,2007/2008,147,80.0,0.9302,391.0,0.77494,12.6,408.5,0.0,6.0,6.0,0.0,58.0,0.0,5.0,13.0,303.0,0.0,463050.0,Historic Records
City of Bellevue,E80379,Printed Circuits Assembly Corp.,ODT,4/10/2007,2007/2008,162,160.0,0.9877,795.0,0.49686,7.5,273.4,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,395.0,0.0,303750.0,Historic Records
City of Bellevue,E80722,Pro Sports Club,ODT,11/5/2007,2007/2008,801,225.0,0.9868,1094.0,0.87934,11.9,2101.8,1.0,0.0,10.0,0.0,101.0,0.0,16.0,1.0,962.0,0.0,2382975.0,Historic Records
City of Bellevue,E84681,Puget Sound Energy,DT,3/24/2007,2007/2008,891,648.0,0.7273,3143.0,0.66752,11.8,2318.3,11.0,39.0,565.0,1.0,270.0,61.0,36.0,32.0,2098.0,21.0,2628450.0000000005,Historic Records
City of Bellevue,E82586,QBE North America,ODT,5/5/2007,2007/2008,305,217.0,0.7115,1012.0,0.71542,12.2,787.0,0.0,6.0,31.0,0.0,146.0,84.0,10.0,3.0,724.0,8.0,930250.0,Historic Records
City of Bellevue,E80433,Quadrant Homes,ODT,3/19/2008,2007/2008,252,140.0,0.8642,693.0,0.7316,13.9,788.2,0.0,3.0,14.0,5.0,120.0,28.0,0.0,8.0,507.0,7.0,875700.0,Historic Records
City of Bellevue,E80225,Ricoh,ODT,3/31/2008,2007/2008,216,55.0,0.5,237.0,0.35443,7.0,292.6,0.0,1.0,106.0,8.0,13.0,0.0,15.0,5.0,84.0,5.0,378000.0,Historic Records
City of Bellevue,E81109,Safeway Stores Inc,ODT,3/5/2007,2007/2008,544,174.0,0.9355,841.0,0.74911,17.2,2020.9,8.0,7.0,15.0,5.0,164.0,0.0,0.0,0.0,630.0,12.0,2339200.0,Historic Records
City of Bellevue,E89375,Savers Inc,ODT,10/20/2007,2007/2008,119,84.0,0.7304,407.0,0.77641,14.9,382.9,0.0,22.0,7.0,0.0,59.0,0.0,0.0,3.0,316.0,0.0,443275.00000000006,Historic Records
City of Bellevue,E80402,Symetra Financial,DT,3/17/2007,2007/2008,925,715.0,0.773,3424.0,0.43954,8.9,1778.2,18.0,129.0,942.0,4.0,360.0,363.0,49.0,25.0,1505.0,29.0,2058125.0,Historic Records
City of Bellevue,E87767,T-Mobile USA Inc.,ODT,4/5/2008,2007/2008,2989,1454.0,0.4865,8186.0,0.67518,12.0,9038.7,9.0,214.0,526.0,61.0,1440.0,220.0,49.0,30.0,5527.0,59.0,8967000.0,Historic Records
City of Bellevue,E89870,T-Mobile USA Inc.,ODT,4/5/2008,2007/2008,195,81.0,0.4154,381.0,0.62992,13.1,540.2,0.0,6.0,45.0,15.0,60.0,9.0,0.0,0.0,240.0,0.0,638625.0,Historic Records
City of Bellevue,E81174,The Boeing Company,ODT,4/22/2007,2007/2008,2738,1917.0,0.7002,9447.00662,0.52706,11.6,7003.3,282.0,3362.0,36.0,8.0,433.0,87.0,46.0,31.0,4979.17086,183.0,7940200.0,Historic Records
City of Bellevue,E84574,US Bank of Washington,DT,3/26/2007,2007/2008,117,85.0,0.7798,413.0,0.61985,10.1,260.6,0.0,5.0,58.0,0.0,75.0,7.0,12.0,0.0,256.0,0.0,295425.0,Historic Records
City of Bellevue,E81273,Verizon,ODT,3/19/2007,2007/2008,620,244.0,0.3935,1151.0,0.71764,16.1,2111.3,2.0,0.0,83.0,0.0,201.0,5.0,15.0,3.0,826.0,16.0,2495500.0,Historic Records
City of Bellevue,E81141,WA State Dept. of Ecology,ODT,3/24/2007,2007/2008,210,210.0,1.0,975.0,0.60718,11.2,486.9,36.0,81.0,41.0,8.0,178.0,10.0,13.0,11.0,592.0,5.0,588000.0,Historic Records
City of Bellevue,E87189,Waggener Edstrom,DT,4/28/2007,2007/2008,180,123.0,0.6833,600.0,0.81667,11.0,436.5,0.0,59.0,15.0,0.0,20.0,0.0,5.0,7.0,490.0,4.0,495000.0,Historic Records
City of Bellevue,E80401,Walgreens,DT,6/7/2007,2007/2008,200,155.0,0.775,720.0,0.60694,11.5,476.1,0.0,11.0,110.0,10.0,112.0,0.0,30.0,8.0,437.0,2.0,575000.0,Historic Records
City of Bellevue,E80039,Washington Federal Savings,DT,3/3/2008,2007/2008,89,70.0,0.7865,346.0,0.37283,6.9,135.4,1.0,1.0,148.0,0.0,40.0,19.0,5.0,3.0,129.0,0.0,153525.0,Historic Records
City of Bellevue,E83147,AAA Washington,ODT,3/17/2009,2009/2010,273,211.0,0.7729,1028.0,0.66342,14.8,890.9,0.0,11.0,45.0,3.0,223.0,37.0,0.0,3.0,682.0,9.0,1010100.0,Historic Records
City of Bellevue,E80434,Allied Waste,ODT,3/23/2009,2009/2010,165,134.0,0.8121,603.0,0.88557,22.9,765.2,4.0,0.0,0.0,0.0,48.0,0.0,0.0,5.0,534.0,2.0,944624.9999999999,Historic Records
City of Bellevue,E80632,Amazon.com,ODT,4/3/2009,2009/2010,124,69.0,0.5565,318.0,0.61635,13.0,333.7,0.0,2.0,58.0,0.0,52.0,0.0,2.0,5.0,196.0,3.0,403000.0,Historic Records
City of Bellevue,E81612,Bellevue Community College,ODT,4/9/2009,2009/2010,1223,217.0,0.642,1067.0,0.67948,11.1,2993.3,7.0,16.0,86.0,7.0,186.0,0.0,12.0,3.0,725.0,5.0,3393825.0,Historic Records
City of Bellevue,E81323,CH2M Hill,DT,3/11/2009,2009/2010,379,365.0,0.9631,1669.0,0.4979,8.2,643.4,5.0,177.0,346.0,5.0,116.0,51.0,52.0,23.0,831.0,55.0,776949.9999999999,Historic Records
City of Bellevue,E80552,ChemPoint,DT,4/11/2009,2009/2010,196,184.0,0.9388,922.0,0.70174,10.0,441.0,0.0,16.0,123.0,5.0,108.0,0.0,17.0,1.0,647.0,4.0,490000.0,Historic Records
City of Bellevue,E81307,City University,ODT,3/17/2009,2009/2010,192,166.0,0.8646,788.0,0.75635,14.0,568.5,5.0,38.0,23.0,0.0,87.0,10.0,14.0,1.0,596.0,9.0,672000.0,Historic Records
City of Bellevue,E80526,City of Bellevue,DT,4/7/2009,2009/2010,861,628.0,0.7294,2825.0,0.45381,8.2,1429.7,47.0,19.0,686.0,16.0,501.0,157.0,39.0,28.0,1282.0,19.0,1765050.0,Historic Records
City of Bellevue,E81257,City of Bellevue,ODT,9/5/2009,2009/2010,153,114.0,0.7451,533.0,0.39775,12.8,414.2,0.0,1.0,20.0,1.0,186.0,71.0,9.0,1.0,212.0,13.0,489600.0,Historic Records
City of Bellevue,E89797,Clark Nuber,DT,4/3/2009,2009/2010,155,110.0,0.7534,594.0,0.67508,9.9,372.9,2.0,13.0,77.0,3.0,68.0,0.0,19.0,1.0,401.0,3.0,383625.0,Historic Records
City of Bellevue,E86538,Coinstar Inc,ODT,3/30/2009,2009/2010,213,177.0,0.831,831.0,0.83634,15.2,684.7,0.0,12.0,16.0,0.0,91.0,0.0,10.0,2.0,695.0,3.0,809400.0,Historic Records
City of Bellevue,E80638,Expedia.com,DT,7/4/2009,2009/2010,1600,722.0,0.6017,3543.0,0.41095,6.9,2434.4,0.0,156.0,1257.0,16.0,316.0,53.0,91.0,71.0,1456.0,47.0,2760000.0,Historic Records
City of Bellevue,E85249,Group Health,ODT,5/2/2009,2009/2010,542,441.0,0.8137,1928.0,0.63122,10.6,1137.6,10.0,6.0,357.0,0.0,248.0,19.0,30.0,19.0,1217.0,11.0,1436300.0,Historic Records
City of Bellevue,E81471,HDR Engineering Inc,DT,3/16/2009,2009/2010,230,172.0,0.7478,837.0,0.2963,5.7,289.1,2.0,22.0,406.0,7.0,121.0,4.0,18.0,2.0,248.0,7.0,327750.0,Historic Records
City of Bellevue,E81521,HNTB Corporation,DT,3/24/2009,2009/2010,153,134.0,0.8758,669.0,0.36472,5.5,189.3,0.0,10.0,282.0,0.0,60.0,22.0,25.0,3.0,244.0,11.0,210375.0,Historic Records
City of Bellevue,E80584,Healthcare Management Administrators,ODT,4/11/2009,2009/2010,198,115.0,0.5808,575.0,0.53565,11.9,530.1,0.0,161.0,22.0,0.0,74.0,0.0,0.0,5.0,308.0,0.0,589050.0000000001,Historic Records
City of Bellevue,E87130,Hewlett-Packard Company,ODT,3/16/2009,2009/2010,387,318.0,0.8217,1591.0,0.42803,9.1,792.4,3.0,756.0,5.0,0.0,61.0,9.0,18.0,2.0,681.0,30.0,880425.0,Historic Records
City of Bellevue,E81512,"INCA Engineers, In.",DT,3/8/2010,2009/2010,115,92.0,0.8,450.0,0.63111,10.0,253.6,0.0,2.0,101.0,0.0,28.0,7.0,4.0,7.0,284.0,14.0,287500.0,Historic Records
City of Bellevue,E88369,InfoSpace Inc,DT,4/11/2009,2009/2010,140,63.0,0.45,309.0,0.63754,8.6,265.6,1.0,5.0,74.0,0.0,13.0,0.0,14.0,0.0,197.0,0.0,301000.0,Historic Records
City of Bellevue,E81282,Intellectual Ventures,ODT,4/9/2009,2009/2010,240,182.0,0.7583,899.0,0.87987,11.7,619.1,0.0,22.0,11.0,0.0,63.0,0.0,6.0,2.0,791.0,2.0,702000.0,Historic Records
City of Bellevue,E88815,Key Bank of Washington,DT,9/5/2009,2009/2010,154,124.0,0.8052,593.0,0.47049,8.3,276.1,0.0,6.0,249.0,0.0,32.0,6.0,6.0,4.0,279.0,6.0,319550.0,Historic Records
City of Bellevue,E80427,LexisNexis,ODT,4/18/2009,2009/2010,290,164.0,0.5655,795.0,0.63648,11.9,745.3,0.0,137.0,12.0,5.0,90.0,9.0,4.0,13.0,506.0,3.0,862750.0,Historic Records
City of Bellevue,E80543,Microsoft Corporation,DT,5/18/2009,2009/2010,1178,496.0,0.4214,2416.05098,0.6715,9.8,2545.5,5.0,294.0,170.0,4.0,177.0,14.0,55.0,31.0,1622.37723,15.0,2886100.0000000005,Historic Records
City of Bellevue,E80641,Microsoft Corporation,DT,5/18/2009,2009/2010,622,237.0,0.381,1180.0,0.58814,9.0,1259.5,0.0,75.0,154.0,0.0,152.0,7.0,37.0,20.0,694.0,8.0,1399500.0,Historic Records
City of Bellevue,E80642,Microsoft Corporation,DT,5/16/2010,2009/2010,2212,642.0,0.2904,3232.69147,0.50512,6.7,3334.6,1.0,104.0,712.0,11.0,330.0,54.0,234.0,67.0,1632.90563,19.0,3705100.0,Historic Records
City of Bellevue,E87940,Microsoft Corporation,ODT,5/18/2009,2009/2010,195,81.0,0.4154,393.0,0.65394,13.3,571.8,1.0,39.0,42.0,1.0,31.0,0.0,0.0,5.0,257.0,1.0,648375.0,Historic Records
City of Bellevue,E88832,Microsoft Corporation,ODT,5/18/2009,2009/2010,1410,457.0,0.3239,2265.21307,0.68435,9.7,3077.3,3.0,109.0,193.0,2.0,244.0,31.0,15.0,39.0,1550.19886,30.0,3419249.9999999995,Historic Records
City of Bellevue,E80645,Motricity,DT,8/8/2010,2009/2010,229,158.0,0.69,787.0,0.31639,5.3,273.1,3.0,27.0,354.0,0.0,67.0,0.0,51.0,16.0,249.0,5.0,303425.0,Historic Records
City of Bellevue,E87171,MulvannyG2 Architecture,DT,3/17/2009,2009/2010,215,153.0,0.7116,742.0,0.70755,11.5,534.1,0.0,4.0,58.0,0.0,135.0,5.0,12.0,0.0,525.0,2.0,618125.0,Historic Records
City of Bellevue,E82578,Nordstrom,DT,3/2/2009,2009/2010,769,115.0,0.7055,572.0,0.79545,11.8,2041.5,0.0,0.0,30.0,8.0,61.0,0.0,16.0,0.0,455.0,2.0,2268550.0,Historic Records
City of Bellevue,E89649,Open Text Inc.,ODT,3/16/2009,2009/2010,86,43.0,0.5,200.0,0.7,13.4,243.8,0.0,10.0,21.0,0.0,29.0,0.0,0.0,0.0,140.0,0.0,288100.0,Historic Records
City of Bellevue,E81509,Oracle Corporation,DT,12/19/2009,2009/2010,142,104.0,0.7324,476.0,0.33824,5.7,167.5,0.0,165.0,107.0,0.0,14.0,15.0,8.0,0.0,161.0,6.0,202350.0,Historic Records
City of Bellevue,E80418,Overlake Hospital Medical Center,DT,3/2/2009,2009/2010,222,192.0,0.8649,870.0,0.74138,11.6,521.5,2.0,10.0,60.0,0.0,126.0,17.0,3.0,5.0,645.0,2.0,643800.0,Historic Records
City of Bellevue,E81588,Overlake Hospital Medical Center,ODT,3/21/2009,2009/2010,2137,1322.0,0.6186,5255.0,0.75699,13.0,5000.6,14.0,2.0,608.0,13.0,443.0,69.0,50.0,24.0,3978.0,37.0,6945250.0,Historic Records
